-1.36;676.61
-1.35;-620.29
-1.34;-614.93
-1.32;-609.57
-1.31;-604.21
-1.30;-598.85
-1.29;-593.50
-1.28;-588.14
-1.27;-582.78
-1.25;-577.42
-1.24;-572.06
-1.23;-566.70
-1.22;-561.34
-1.21;-555.98
-1.20;-550.60
-1.18;-545.26
-1.17;-539.90
-1.16;-534.55
-1.15;-529.25
-1.14;-523.83
-1.13;-518.47
-1.11;-513.11
-1.10;-507.75
-1.09;-502.39
-1.08;-497.03
-1.07;-491.67
-1.05;-486.31
-1.04;-480.95
-1.03;-475.60
-1.02;-470.24
-1.01;-464.88
-1.00;-459.45
-0.98;-454.16
-0.97;-448.80
-0.96;-443.54
-0.95;-437.73
-0.94;-432.72
-0.93;-427.36
-0.91;-422.00
-0.90;-416.77
-0.89;-411.29
-0.88;-405.57
-0.87;-400.57
-0.86;-395.21
-0.84;-389.85
-0.83;-384.49
-0.82;-379.13
-0.81;-373.77
-0.80;-368.41
-0.79;-363.10
-0.77;-357.69
-0.76;-352.34
-0.75;-346.58
-0.74;-341.32
-0.73;-335.78
-0.72;-330.44
-0.70;-325.04
-0.69;-319.66
-0.68;-314.26
-0.67;-308.94
-0.66;-303.54
-0.64;-298.53
-0.63;-292.74
-0.62;-287.36
-0.61;-282.08
-0.60;-276.93
-0.59;-271.32
-0.57;-265.94
-0.56;-260.60
-0.55;-255.54
-0.54;-249.82
-0.53;-244.23
-0.52;-239.10
-0.50;-233.72
-0.49;-228.03
-0.48;-222.98
-0.47;-217.60
-0.46;-211.85
-0.45;-207.53
-0.43;-201.48
-0.42;-196.29
-0.41;-190.81
-0.40;-184.80
-0.39;-180.01
-0.38;-174.29
-0.36;-169.27
-0.35;-163.89
-0.34;-158.59
-0.33;-153.19
-0.32;-147.81
-0.31;-142.56
-0.29;-137.11
-0.28;-131.25
-0.27;-126.42
-0.26;-121.06
-0.25;-115.65
-0.23;-110.42
-0.22;-104.89
-0.21;-99.60
-0.20;-94.18
-0.19;-88.80
-0.18;-83.48
-0.16;-77.93
-0.15;-72.82
-0.14;-67.49
-0.13;-61.96
-0.12;-56.66
-0.11;-51.28
-0.09;-45.92
-0.08;-40.52
-0.07;-34.89
-0.06;-29.78
-0.05;-24.42
-0.04;-19.07
-0.02;-13.56
-0.01;-8.85
-0.00;-2.99
0.01;2.37
0.02;7.92
0.03;13.15
0.05;18.53
0.06;23.89
0.07;29.42
0.08;34.69
0.09;40.03
0.10;45.43
0.12;50.08
0.13;56.15
0.14;61.53
0.15;66.89
0.16;71.93
0.18;77.67
0.19;82.99
0.20;88.33
0.21;93.79
0.22;99.17
0.23;104.53
0.25;109.60
0.26;115.25
0.27;120.61
0.28;125.97
0.29;131.32
0.30;136.68
0.32;142.04
0.33;147.38
0.34;152.76
0.35;158.12
0.36;163.48
0.37;168.84
0.39;174.20
0.40;179.56
0.41;184.92
0.42;190.28
0.43;195.63
0.44;200.68
0.46;206.35
0.47;211.71
0.48;216.57
0.49;222.43
0.50;227.79
0.52;233.15
0.53;238.51
0.54;243.87
0.55;249.23
0.56;254.58
0.57;259.94
0.59;265.49
0.60;270.66
0.61;276.02
0.62;281.38
0.63;286.74
0.64;292.10
0.66;297.46
0.67;302.82
0.68;308.18
0.69;313.91
0.70;318.89
0.71;324.55
0.73;330.01
0.74;335.01
0.75;340.64
0.76;346.00
0.77;351.03
0.78;356.68
0.80;361.73
0.81;367.11
0.82;372.49
0.83;377.84
0.84;383.92
0.85;388.56
0.87;393.92
0.88;399.39
0.89;404.64
0.90;410.00
0.91;415.36
0.93;420.72
0.94;426.08
0.95;431.81
0.96;436.79
0.97;442.36
0.98;447.51
1.00;453.12
1.01;458.13
1.02;463.59
1.03;468.95
1.04;474.31
1.05;479.67
1.07;485.03
1.08;490.39
1.09;495.74
1.10;501.10
1.11;506.46
1.12;511.82
1.14;517.18
1.15;522.54
1.16;527.90
1.17;533.26
1.18;538.85
1.19;543.98
1.21;549.34
1.22;554.70
1.23;560.37
1.24;565.71
1.25;570.77
1.26;576.32
1.28;581.49
1.29;587.14
1.30;592.21
1.31;597.57
1.32;602.93
1.34;608.29
1.35;613.65
1.36;619.00
1.37;624.36
1.38;629.95
1.39;635.08
1.41;640.65
1.42;645.99
1.42;651.16
1.41;651.33
1.39;645.80
1.38;640.44
1.37;635.08
1.36;629.72
1.35;624.36
1.34;619.21
1.32;614.17
1.31;608.52
1.30;602.93
1.29;597.84
1.28;592.21
1.26;586.85
1.25;581.49
1.24;576.13
1.23;571.07
1.22;565.41
1.21;560.05
1.19;554.70
1.18;549.34
1.17;543.98
1.16;538.62
1.15;533.26
1.14;528.21
1.12;522.54
1.11;517.18
1.10;512.14
1.09;506.46
1.08;501.10
1.07;495.74
1.05;490.39
1.04;485.03
1.03;479.67
1.02;474.31
1.01;468.95
1.00;463.95
0.98;458.23
0.97;452.77
0.96;447.51
0.95;442.07
0.94;436.79
0.93;431.54
0.91;426.08
0.90;420.72
0.89;415.57
0.88;410.00
0.87;404.87
0.85;399.28
0.84;393.92
0.83;388.56
0.82;383.20
0.81;378.10
0.80;372.49
0.78;367.13
0.77;361.77
0.76;356.68
0.75;351.05
0.74;345.69
0.73;340.33
0.71;334.97
0.70;329.72
0.69;324.25
0.68;318.89
0.67;313.53
0.66;308.28
0.64;302.82
0.63;297.46
0.62;292.20
0.61;286.74
0.60;281.80
0.59;276.44
0.57;271.06
0.56;265.74
0.55;259.94
0.54;254.58
0.53;249.23
0.52;243.87
0.50;238.51
0.49;233.15
0.48;227.79
0.47;223.31
0.46;217.07
0.44;211.71
0.43;206.35
0.42;200.99
0.41;195.63
0.40;190.02
0.39;184.92
0.37;179.56
0.36;174.20
0.35;168.46
0.34;163.48
0.33;158.12
0.32;151.86
0.30;147.40
0.29;142.04
0.28;136.66
0.27;131.32
0.26;125.53
0.25;120.42
0.23;115.25
0.22;109.91
0.21;104.53
0.20;99.17
0.19;93.79
0.18;88.43
0.16;83.07
0.15;77.69
0.14;72.29
0.13;66.45
0.12;61.17
0.10;56.17
0.09;50.41
0.08;45.41
0.07;40.03
0.06;34.65
0.05;29.48
0.03;24.10
0.02;18.60
0.01;13.22
-0.00;7.75
-0.01;2.29
-0.02;-2.99
-0.04;-8.39
-0.05;-13.71
-0.06;-19.07
-0.07;-24.55
-0.08;-29.78
-0.09;-35.60
-0.11;-40.50
-0.12;-46.15
-0.13;-51.39
-0.14;-56.64
-0.15;-61.98
-0.16;-66.75
-0.18;-72.72
-0.19;-78.08
-0.20;-83.50
-0.21;-88.80
-0.22;-94.20
-0.23;-99.60
-0.25;-104.77
-0.26;-110.34
-0.27;-115.78
-0.28;-120.99
-0.29;-126.35
-0.31;-131.71
-0.32;-137.15
-0.33;-142.45
-0.34;-147.81
-0.35;-153.21
-0.36;-158.57
-0.38;-163.93
-0.39;-168.89
-0.40;-174.69
-0.41;-179.63
-0.42;-185.41
-0.43;-190.77
-0.45;-196.15
-0.46;-201.48
-0.47;-206.95
-0.48;-211.83
-0.49;-217.42
-0.50;-223.09
-0.52;-228.38
-0.53;-233.76
-0.54;-239.12
-0.55;-244.46
-0.56;-249.91
-0.57;-255.68
-0.59;-260.56
-0.60;-265.90
-0.61;-271.28
-0.62;-276.68
-0.63;-282.35
-0.64;-287.52
-0.66;-292.76
-0.67;-298.16
-0.68;-303.52
-0.69;-308.86
-0.70;-315.11
-0.72;-319.70
-0.73;-325.04
-0.74;-330.25
-0.75;-335.82
-0.76;-341.32
-0.77;-346.87
-0.79;-352.02
-0.80;-357.69
-0.81;-363.05
-0.82;-368.41
-0.83;-373.44
-0.84;-379.13
-0.86;-384.16
-0.87;-389.85
-0.88;-395.21
-0.89;-400.23
-0.90;-405.93
-0.91;-411.29
-0.93;-416.37
-0.94;-422.00
-0.95;-427.11
-0.96;-432.72
-0.97;-438.08
-0.98;-443.44
-1.00;-448.80
-1.01;-454.28
-1.02;-459.52
-1.03;-464.54
-1.04;-470.24
-1.05;-475.60
-1.07;-480.95
-1.08;-486.31
-1.09;-491.74
-1.10;-497.03
-1.11;-502.47
-1.13;-507.75
-1.14;-513.15
-1.15;-518.47
-1.16;-523.83
-1.17;-529.19
-1.18;-534.55
-1.20;-539.90
-1.21;-545.31
-1.22;-550.62
-1.23;-556.00
-1.24;-561.30
-1.25;-566.70
-1.27;-572.06
-1.28;-577.42
-1.29;-582.78
-1.30;-588.14
-1.31;-593.50
-1.32;-598.85
-1.34;-604.21
-1.35;-609.57
-1.36;-614.93
