-1.00;-19.24
-0.98;-29.51
-0.97;-43.29
-0.96;-56.43
-0.95;-68.91
-0.94;-80.82
-0.93;-92.53
-0.91;-103.62
-0.90;-114.55
-0.89;-124.91
-0.88;-134.78
-0.87;-144.19
-0.86;-153.05
-0.84;-161.59
-0.83;-170.06
-0.82;-178.02
-0.81;-185.70
-0.80;-192.86
-0.79;-199.82
-0.77;-206.66
-0.76;-213.13
-0.75;-219.06
-0.74;-224.73
-0.73;-230.38
-0.72;-235.46
-0.70;-240.43
-0.69;-245.04
-0.68;-249.50
-0.67;-253.75
-0.66;-257.75
-0.65;-261.23
-0.63;-264.70
-0.62;-268.31
-0.61;-271.17
-0.60;-274.24
-0.59;-276.84
-0.58;-279.38
-0.56;-281.53
-0.55;-283.60
-0.54;-285.56
-0.53;-287.38
-0.52;-288.90
-0.51;-290.25
-0.49;-291.48
-0.48;-292.60
-0.47;-293.46
-0.46;-294.18
-0.45;-294.96
-0.44;-295.12
-0.42;-295.61
-0.41;-295.86
-0.40;-295.82
-0.39;-295.73
-0.38;-295.28
-0.37;-295.16
-0.36;-294.46
-0.34;-293.89
-0.33;-293.24
-0.32;-292.42
-0.31;-291.37
-0.30;-290.37
-0.29;-289.16
-0.27;-287.94
-0.26;-286.52
-0.25;-284.99
-0.24;-283.51
-0.23;-281.73
-0.22;-280.20
-0.20;-278.42
-0.19;-276.41
-0.18;-274.49
-0.17;-272.42
-0.16;-270.13
-0.15;-267.90
-0.13;-265.65
-0.12;-263.31
-0.11;-260.69
-0.10;-258.28
-0.09;-255.74
-0.08;-252.96
-0.06;-250.21
-0.05;-247.51
-0.04;-244.59
-0.03;-241.62
-0.02;-238.69
-0.01;-235.95
0.01;-232.90
0.02;-229.77
0.03;-226.55
0.04;-223.30
0.05;-219.80
0.06;-216.67
0.08;-213.35
0.09;-210.04
0.10;-206.33
0.11;-202.81
0.12;-199.09
0.13;-195.65
0.15;-191.92
0.16;-188.32
0.17;-184.43
0.18;-180.73
0.19;-176.78
0.20;-172.87
0.22;-169.04
0.23;-165.07
0.24;-161.06
0.25;-157.00
0.26;-153.01
0.27;-149.12
0.29;-144.97
0.30;-140.88
0.31;-136.64
0.32;-132.50
0.33;-128.31
0.34;-124.03
0.36;-119.73
0.37;-115.35
0.38;-110.97
0.39;-106.49
0.40;-101.99
0.41;-97.71
0.43;-93.08
0.44;-88.74
0.45;-84.08
0.46;-79.66
0.47;-75.11
0.48;-70.63
0.50;-66.09
0.51;-61.42
0.52;-56.73
0.53;-52.13
0.54;-47.52
0.55;-42.86
0.57;-38.19
0.58;-33.48
0.59;-28.69
0.60;-24.07
0.61;-19.20
0.62;-14.41
0.64;-9.60
0.65;-4.79
0.66;0.00
0.67;4.65
0.68;9.58
0.69;14.41
0.71;19.28
0.72;23.97
0.73;28.94
0.74;33.75
0.75;38.54
0.76;43.50
0.78;48.31
0.79;53.20
0.80;58.21
0.81;62.98
0.82;67.96
0.83;72.97
0.85;77.70
0.86;82.92
0.87;87.79
0.88;92.91
0.89;97.72
0.90;102.71
0.92;107.83
0.93;112.82
0.94;117.86
0.95;122.77
0.96;127.88
0.97;132.88
0.99;137.87
1.00;142.93
1.01;147.94
1.01;153.02
1.00;158.01
0.99;162.72
0.97;167.26
0.96;171.52
0.95;175.57
0.94;179.52
0.93;182.96
0.92;186.46
0.90;189.66
0.89;192.48
0.88;195.22
0.87;197.76
0.86;200.07
0.85;202.16
0.83;204.11
0.82;205.80
0.81;207.50
0.80;209.00
0.79;210.35
0.78;211.37
0.76;212.44
0.75;213.23
0.74;213.81
0.73;214.38
0.72;214.71
0.71;214.95
0.69;214.91
0.68;214.95
0.67;214.77
0.66;214.52
0.65;214.07
0.64;213.48
0.62;212.83
0.61;212.17
0.60;211.17
0.59;210.12
0.58;209.02
0.57;207.83
0.55;206.54
0.54;205.11
0.53;203.59
0.52;201.92
0.51;200.38
0.50;198.54
0.47;194.55
0.46;192.64
0.45;190.47
0.44;188.35
0.43;186.11
0.41;183.68
0.40;181.24
0.39;178.91
0.38;176.35
0.37;173.57
0.36;170.99
0.34;168.10
0.33;165.30
0.32;162.45
0.31;159.59
0.30;156.68
0.29;153.51
0.27;150.58
0.26;147.57
0.25;144.16
0.24;140.94
0.23;137.73
0.22;134.33
0.20;131.10
0.19;127.66
0.18;124.16
0.17;120.54
0.16;117.10
0.15;113.43
0.13;109.71
0.12;106.00
0.11;102.30
0.10;98.45
0.09;94.69
0.08;90.84
0.06;86.81
0.05;82.98
0.04;78.97
0.03;75.10
0.02;70.98
0.01;66.97
-0.01;62.84
-0.02;58.74
-0.03;54.77
-0.04;50.58
-0.05;46.26
-0.06;42.08
-0.08;37.83
-0.09;33.67
-0.10;29.37
-0.11;24.89
-0.12;20.61
-0.13;16.27
-0.15;11.96
-0.16;7.39
-0.17;2.85
-0.18;-1.63
-0.19;-6.26
-0.20;-10.62
-0.22;-15.23
-0.23;-19.81
-0.24;-24.37
-0.25;-29.14
-0.26;-33.69
-0.27;-38.50
-0.29;-43.31
-0.30;-47.87
-0.31;-52.58
-0.32;-57.22
-0.33;-62.18
-0.34;-66.89
-0.36;-71.53
-0.37;-76.36
-0.38;-81.21
-0.39;-86.06
-0.40;-90.85
-0.41;-95.77
-0.42;-100.66
-0.44;-105.71
-0.45;-110.56
-0.46;-115.48
-0.47;-120.47
-0.48;-125.36
-0.49;-130.38
-0.51;-135.21
-0.52;-140.20
-0.53;-145.09
-0.54;-149.98
-0.55;-154.83
-0.56;-159.89
-0.58;-165.01
-0.59;-169.96
-0.60;-175.00
-0.61;-180.11
-0.62;-184.98
-0.63;-190.00
-0.65;-195.22
-0.66;-200.03
-0.67;-205.31
-0.68;-210.36
-0.69;-215.38
-0.70;-220.33
-0.72;-225.59
-0.73;-230.63
-0.74;-235.54
-0.75;-240.76
-0.76;-245.81
-0.77;-250.87
-0.79;-255.88
-0.80;-261.12
-0.81;-266.40
-0.82;-271.36
-0.83;-276.58
-0.84;-281.65
-0.86;-286.89
-0.87;-292.17
-0.88;-297.43
-0.89;-302.30
-0.90;-307.69
-0.91;-312.82
-0.93;-318.13
-0.94;-323.26
-0.95;-328.63
-0.96;-333.82
-0.97;-338.94
-0.98;-344.12
-1.00;-349.34
